id,Product,PMM,Doc_DRI,Doc_type,Content_Title,Description,Update_frequency,Content_status,Last_updated_on,Link,Generated_Keywords
254,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Leeds Building Society,Case study of Leeds Building Society,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/leeds-building-society-network-change-alert.html,"study, adap, adaudit plus, case, leeds"
255,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Kendal,Case study of Kendal,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/kendal-pre-configured-hipaa-compliance-reports.html,"study, adap, adaudit plus, case, kendal"
256,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Interglobe,Case study of Interglobe,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/interglobe-case-study-adaudit-plus.html,"study, adap, adaudit plus, case, interglobe"
257,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Iglu.com,Case study of Iglu.com,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/iglu-com-pre-configured-pci-compliance-reports.html,"study, adap, adaudit plus, case, iglu"
258,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Harvard medical school,Case study of Harvard medical school,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/harvard-medical-monitor-ad-infrastructure.html,"study, adap, adaudit plus, case, harvard"
259,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of First Response,Case study of First Response,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/first-response-file-server-auditing.html,"study, adap, adaudit plus, case, first"
260,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Erste Bank A.D.,Case study of Erste Bank A.D.,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/erste-bank-track-users-domain-administrators-activities.html,"study, adap, adaudit plus, case, erste"
261,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of ECCH (NHS),Case study of ECCH (NHS),,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/east-coast-community-healthcare-case-study-adaudit-plus.html,"study, ecch, adap, adaudit plus, case"
262,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Dept of Employment and Workforce,Case study of Dept of Employment and Workforce,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/dept-of-employment-track-admin-windows-server-changes.html,"study, adap, adaudit plus, case, dept"
263,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Davidson County Community College,Case study of Davidson County Community College,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/davidson-county-college-track-windows-network-changes.html,"study, adap, adaudit plus, case, davidson"
264,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Crunch UK,Case study of Crunch UK,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/crunch-tracking-file-changes.html,"study, adap, adaudit plus, case, crunch"
265,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Cosma International,Case study of Cosma International,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/cosma-international-pre-configured-sox-compliance-reports.html,"study, cosma, adap, adaudit plus, case"
266,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Colliers International,Case study of Colliers International,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/colliers-international-monitors-employees-login-activities.html,"colliers, study, adap, adaudit plus, case"
267,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Central Bank,Case study of Central Bank,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/central-bank-monitor-active-directory.html,"study, adap, adaudit plus, case, central"
268,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of State of Arkansa dept. of finance and administration,Case study of State of Arkansa dept. of finance and administration,,Up-to-date,2022,https://www.manageengine.com/products/active-directory-audit/case-studies/casestudy-of-arkansas-department-of-finance-and-administration.html,"study, adap, adaudit plus, case, state"
269,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of California Transplant Donor Network,Case study of California Transplant Donor Network,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/california-transplant-windows-ad-monitor-hipaa.html,"california, study, adap, adaudit plus, case"
270,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Bank of South Pacific,Case study of Bank of South Pacific,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/bsp-windows-servers-netapp-filer-auditing.html,"study, adap, bank, adaudit plus, case"
271,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Blessing Hospital,Case study of Blessing Hospital,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/blessing-hospital-windows-ad-monitoring.html,"study, blessing, adap, adaudit plus, case"
272,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Audatex,Case study of Audatex,,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/audatex-case-study-adaudit-plus.html,"study, audatex, adap, adaudit plus, case"
273,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,"Case study of Acument™ Global Technologies, Inc.","Case study of Acument™ Global Technologies, Inc.",,Up-to-date,Pre-2022,https://www.manageengine.com/products/active-directory-audit/case-studies/acument-global-technologies-ad-change-monitoring.html,"study, adap, adaudit plus, case, acument"
274,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Wicomico County Public Schools,Case study of Wicomico County Public Schools,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/wicomico-county-public-schools.html,"study, adap, adaudit plus, case, wicomico"
275,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of University of Texas at Arlington,Case study of University of Texas at Arlington,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/university-of-texas-adaudit-plus.html,"study, adap, adaudit plus, case, university"
276,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Uniting church in Australia Synod-of Victoria and Tasmania,Case study of Uniting church in Australia Synod-of Victoria and Tasmania,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/uniting-church-in-australia-synod-of-victoria-and-tasmania-and-ADAudit-Plus.html,"study, adap, adaudit plus, case, uniting"
277,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Tranter IT,Case study of Tranter IT,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/tranter-uses-adaudit-plus-to-efficiently-manage-users-and-workstations.html,"study, adap, adaudit plus, case, tranter"
278,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of The Police Credit Union,Case study of The Police Credit Union,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/the-police-credit-union-and-adaudit-plus.html,"study, adap, adaudit plus, case, police"
279,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Tata Consultancy Services,Case study of Tata Consultancy Services,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/tata-consultancy-services-and-adaudit-plus.html,"study, adap, adaudit plus, case, tata"
280,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Sumner County Government,Case study of Sumner County Government,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/sumner-county-admanager-plus.html,"study, sumner, adap, adaudit plus, case"
281,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Sterno,Case study of Sterno,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/sterno-and-adaudit-plus.html,"study, sterno, adap, adaudit plus, case"
282,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Standard Valuations,Case study of Standard Valuations,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/standard-valuations-and-adaudit-plus.html,"study, adap, adaudit plus, case, standard"
283,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of St. John's County,Case study of St. John's County,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/st-johns-county-adaudit-plus.html,"study, adap, adaudit plus, case, john"
284,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Social Security and National Insurance Trust (SSNIT),Case study of Social Security and National Insurance Trust (SSNIT),,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/social-security-and-national-insurance-trust.html,"study, adap, adaudit plus, social, case"
285,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Shield Restraint Systems,Case study of Shield Restraint Systems,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/shield-restraint-systems-adaudit-plus.html,"study, adap, adaudit plus, case, shield"
286,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Kuwait Investment Authority,Case study of Kuwait Investment Authority,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/robust-security-compliance-for-kia.html,"study, adap, adaudit plus, case, kuwait"
287,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Riverside County,Case study of Riverside County,,Up-to-date,Pre-2022,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/riverside-county-case-study-adaudit-plus.html,"study, adap, riverside, adaudit plus, case"
288,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Reedsburg Area Medical Center,Case study of Reedsburg Area Medical Center,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/reedsburg-area-medical-center.html,"study, adap, adaudit plus, case, reedsburg"
289,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of RBL Bank,Case study of RBL Bank,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/rbls-hassle-free-ad-auditing-with-adaudit-plus.html,"rbl, study, adap, adaudit plus, case"
290,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of R&O Construction,Case study of R&O Construction,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/r-and-o-construction-and-adaudit-plus.html,"study, adap, adaudit plus, case, construction"
291,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of IPO-Porto,Case study of IPO-Porto,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/portuguese-oncology-institute-of-porto.html,"study, adap, adaudit plus, ipo, case"
292,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Phelps Clifton Springs CSD,Case study of Phelps Clifton Springs CSD,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/phelps-clifton-springs-csd-and-adaudit-plus.html,"study, adap, adaudit plus, case, phelps"
293,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Parametric Solutions,Case study of Parametric Solutions,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/parametric-solutions-inc-psi-and-adaudit-plus.html,"study, adap, parametric, adaudit plus, case"
294,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Pacific Canbriam Energy,Case study of Pacific Canbriam Energy,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/pacific-canbriam-energy-and-adaudit-plus.html,"study, adap, adaudit plus, case, pacific"
295,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Mississippi Gaming Commission,Case study of Mississippi Gaming Commission,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/mississippi-gaming-commission-and-adaudit-plus.html,"study, adap, adaudit plus, case, mississippi"
296,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Midland Heart,Case study of Midland Heart,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/midland-heart-uses-adaudit-plus-to-effectively-monitor-ad-environment.html,"study, adap, adaudit plus, case, midland"
297,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of LifeCare Assurance,Case study of LifeCare Assurance,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/lifecare-assurance-adaudit-plus.html,"study, adap, adaudit plus, case, lifecare"
298,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Kirksey Architecture,Case study of Kirksey Architecture,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/kirksey-architecture-and-adaudit-plus.html,"study, adap, adaudit plus, case, kirksey"
299,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Saudi National Bank,Case study of Saudi National Bank,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/it-security-and-compliance-for-saudi-national-bank.html,"study, adap, saudi, adaudit plus, case"
300,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Net Group,Case study of Net Group,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/it-security-and-compliance-for-net-group-italy.html,"study, adap, adaudit plus, case, net"
301,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Aristocrat,Case study of Aristocrat,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/it-security-and-compliance-for-aristocrat-technologies.html,"study, adap, adaudit plus, case, aristocrat"
302,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of IT Hero,Case study of IT Hero,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/it-hero-turkey-streamlines-it-operations-with-adaudit-plus.html,"study, adap, hero, adaudit plus, case"
303,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Egyptian General Petroleum Corporation,Case study of Egyptian General Petroleum Corporation,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/improved-user-login-monitoring-for-egpc.html,"study, adap, adaudit plus, case, egyptian"
304,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Inter IKEA Group,Case study of Inter IKEA Group,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/ikea-and-adaudit-plus.html,"study, adap, adaudit plus, case, inter"
305,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of GPC Electronics Pty Ltd.,Case study of GPC Electronics Pty Ltd.,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/gpc-electronics-adaudit-plus.html,"study, adap, adaudit plus, case, gpc"
306,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Fortune Brands Home Innovations,Case study of Fortune Brands Home Innovations,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/fortune-brands-innovations-and-adaudit-plus.html,"study, adap, adaudit plus, case, fortune"
307,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Zignago Holding,Case study of Zignago Holding,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/file-tracking-and-monitoring-for-zignago-servizi.html,"study, adap, adaudit plus, case, zignago"
308,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Waha Capital,Case study of Waha Capital,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/file-server-monitoring-for-waha-capital-pjsc.html,"study, adap, adaudit plus, case, waha"
309,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of IDS Engineering Group,Case study of IDS Engineering Group,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/file-server-auditing-for-ids-group.html,"study, ids, adap, adaudit plus, case"
310,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Exquisite Apparel,Case study of Exquisite Apparel,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/exquisite-apparel-adaudit-plus.html,"study, adap, exquisite, adaudit plus, case"
311,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Expertech,Case study of Expertech,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/expertech-and-adaudit-plus.html,"study, adap, adaudit plus, case, expertech"
312,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Everglades Equipment Group,Case study of Everglades Equipment Group,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/everglades-equipment-group-and-adaudit-plus.html,"study, adap, adaudit plus, case, everglades"
313,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Simple IT Solutions,Case study of Simple IT Solutions,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/enhancing-security-compliance-with-adaudit-plus-case-study.html,"study, adap, adaudit plus, case, simple"
314,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Digtral,Case study of Digtral,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/enhancing-security-compliance-at-digitral-with-adaudit-plus.html,"study, adap, adaudit plus, case, digtral"
315,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Commercial Bank International,Case study of Commercial Bank International,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/enhancing-control-and-visibility-with-adaudit-plus.html,"study, adap, adaudit plus, case, commercial"
316,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Eggar's School,Case study of Eggar's School,,Up-to-date,2025,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/eggars-school-and-adaudit-plus.html,"eggar, study, adap, adaudit plus, case"
317,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of East Hartford Public Schools,Case study of East Hartford Public Schools,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/east-hartford-public-schools-adaudit-plus.html,"study, adap, adaudit plus, case, east"
318,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of NHS,Case study of NHS,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/east-and-north-herts-ccg-enhanced-security-compliance-with-adauditplus.html,"study, adap, adaudit plus, nhs, case"
319,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Digital 14,Case study of Digital 14,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/digital14-enhances-its-security-game-with-adaudit-plus.html,"digital, study, adap, adaudit plus, case"
320,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Deloitte,Case study of Deloitte,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/deloittes-it-security-transformation-with-adaudit-plus.html,"study, deloitte, adap, adaudit plus, case"
321,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of African + Eastern,Case study of African + Eastern,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/complete-visibility-and-monitoring-over-ad-using-adaudit-plus.html,"study, adap, adaudit plus, case, african"
322,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of City of Ecorse,Case study of City of Ecorse,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/city-of-ecorse-and-adaudit-plus.html,"study, adap, adaudit plus, case, city"
323,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Charlotte Regional Visitors Authority,Case study of Charlotte Regional Visitors Authority,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/charlotte-regional-visitors-authority-and-adaudit-plus.html,"study, adap, charlotte, adaudit plus, case"
324,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Cenevia Health,Case study of Cenevia Health,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/cenevia-health-and-adaudit-plus.html,"study, adap, adaudit plus, case, cenevia"
325,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Budney Industries,Case study of Budney Industries,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/budney-industries-and-adaudit-plus.html,"study, adap, budney, adaudit plus, case"
326,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Brevard County Clerk of Courts,Case study of Brevard County Clerk of Courts,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/brevard-county-clerk-of-courts-and-adaudit-plus.html,"study, adap, adaudit plus, case, brevard"
327,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Boels Rental,Case study of Boels Rental,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/boels-rental-and-adaudit-plus.html,"study, adap, adaudit plus, case, boels"
328,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Blue Cross and Blue Shield of MN,Case study of Blue Cross and Blue Shield of MN,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/blue-cross-and-blue-shield-of-minnesota.html,"study, adap, adaudit plus, case, blue"
329,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Behbehani Motors Company,Case study of Behbehani Motors Company,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/behbehani-motors-company-adaudit-plus.html,"study, behbehani, adap, adaudit plus, case"
330,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of BDCon,Case study of BDCon,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/bdcon-and-adaudit-plus.html,"study, adap, adaudit plus, case, bdcon"
331,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Baker Ross,Case study of Baker Ross,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/baker-ross-and-adaudit-plus.html,"study, adap, adaudit plus, case, baker"
332,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Avo Photonics,Case study of Avo Photonics,,Up-to-date,2024,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/avo-photonics-and-adaudit-plus.html,"study, adap, adaudit plus, case, avo"
333,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Wafi Group,Case study of Wafi Group,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/automated-active-directory-monitoring-for-mkm-commercial-holdings.html,"study, adap, adaudit plus, case, wafi"
334,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Assura,Case study of Assura,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/assura-simplifies-compliance-and-ad-monitoring-with-adaudit-plus.html,"study, adap, adaudit plus, case, assura"
335,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of L&T,Case study of L&T,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adudit-plus-solves-real-time-monitoring-needs-of-larsen-and-turbo.html,"adaudit plus, case, adap, study"
336,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Cytel,Case study of Cytel,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adauditplus-simplified-security-compliance-for-cytel.html,"study, cytel, adap, adaudit plus, case"
337,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Câmara Municipal do Porto,Case study of Câmara Municipal do Porto,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adaudit-plus-streamlines-it-auditing-for-camara-municipal-do-porto.html,"study, adap, adaudit plus, case, câmara"
338,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of KoçSistem,Case study of KoçSistem,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adaudit-plus-simplifies-ad-operations-for-kocsistem.html,"study, adap, adaudit plus, case, koçsistem"
339,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Plastipak,Case study of Plastipak,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adaudit-plus-helps-plastipak-to-improve-it-security-and-compliance.html,"study, adap, adaudit plus, case, plastipak"
340,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Cashmere Valley Bank,Case study of Cashmere Valley Bank,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adaudit-plus-helps-cashmere-valley-banl-to-improve-ad-security.html,"study, cashmere, adap, adaudit plus, case"
341,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Tel Aviv Muni,Case study of Tel Aviv Muni,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adaudit-plus-ensures-security-compliance-for-tel-aviv-muni.html,"study, adap, adaudit plus, case, tel"
342,ADAudit Plus,Mahidhar Adarsh M,growth-marketing@zohocorp.com,Case study,Case study of Ithala,Case study of Ithala,,Up-to-date,2023,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/adaudit-plus-empowers-security-monitoring-for-ithala.html,"study, adap, adaudit plus, case, ithala"
